user_id,recency,frequency,involvement_diversity,monetary,behavior_cluster,behavior_cluster_label
1118,179,0.0,1.0,77.85652699124273,3,At-Risk High-Value
1119,148,0.0,1.0,64.23262620322112,4,VIP Explorer
112,18,0.0,1.0,74.54107824467984,4,VIP Explorer
1120,117,3.0,0.0,36.41462857159988,0,Low-Value Loyal
1121,87,3.0,0.0,83.86275143890059,0,Low-Value Loyal
1122,56,0.0,1.0,58.472548308020976,1,Regular
1123,26,0.0,1.0,61.456549843594566,4,VIP Explorer
1124,348,0.0,1.0,66.02688748996248,3,At-Risk High-Value
1125,347,0.0,1.0,20.8182594179243,5,Regular
1126,346,0.0,1.0,89.67600388731925,3,At-Risk High-Value
1127,345,3.0,0.0,56.82331678671233,2,Regular
1128,344,0.0,1.0,52.49923998471069,5,Regular
1129,343,0.0,1.0,30.741418402630796,5,Regular
113,76,3.0,0.0,64.64418035302286,0,Low-Value Loyal
1130,342,3.0,0.0,64.63169052982897,2,Regular
1131,341,3.0,0.0,41.052819600690334,2,Regular
1132,340,0.0,1.0,73.31577800906894,3,At-Risk High-Value
1133,339,0.0,1.0,97.933577312666,3,At-Risk High-Value
1134,338,0.0,1.0,36.4531519491604,5,Regular
1135,337,0.0,1.0,81.91655816964145,3,At-Risk High-Value
1136,79,0.0,1.0,91.10883919712137,4,VIP Explorer
1137,48,3.0,0.0,84.35925333150128,0,Low-Value Loyal
1138,18,0.0,1.0,91.39052171448772,4,VIP Explorer
1139,76,0.0,1.0,36.27694815740478,1,Regular
114,75,0.0,1.0,54.24490377857931,1,Regular
1140,75,3.0,0.0,53.52135292980532,0,Low-Value Loyal
1141,74,3.0,0.0,38.59588596814973,0,Low-Value Loyal
1142,73,0.0,1.0,32.50002541363884,1,Regular
1143,72,0.0,1.0,75.90464832882775,4,VIP Explorer
1144,71,0.0,1.0,23.169684199371744,1,Regular
1145,70,0.0,1.0,54.78911893952826,1,Regular
1146,69,0.0,1.0,89.64731793058097,4,VIP Explorer
1147,68,3.0,0.0,37.299348035011654,0,Low-Value Loyal
1148,67,0.0,1.0,36.19185784185577,1,Regular
1149,66,0.0,1.0,66.46694091034664,4,VIP Explorer
115,74,0.0,1.0,95.32320405267878,4,VIP Explorer
1150,65,3.0,0.0,41.9022138613326,0,Low-Value Loyal
1151,64,3.0,0.0,36.85670891360399,0,Low-Value Loyal
1152,63,0.0,1.0,86.75509147629056,4,VIP Explorer
1153,62,0.0,1.0,49.07890005958209,1,Regular
1154,61,0.0,1.0,40.98671386081258,1,Regular
1155,60,0.0,1.0,81.55227383614003,4,VIP Explorer
1156,59,0.0,1.0,51.921746083162155,1,Regular
1157,58,3.0,0.0,21.147115081911352,0,Low-Value Loyal
1158,351,0.0,1.0,66.63875676830877,3,At-Risk High-Value
1159,320,0.0,1.0,88.64957188432425,3,At-Risk High-Value
116,73,3.0,0.0,94.28633318475697,0,Low-Value Loyal
1160,292,3.0,0.0,55.666959828827565,2,Regular
1161,261,3.0,0.0,42.342005319264835,2,Regular
1162,231,0.0,1.0,52.57139519998384,5,Regular
1163,200,0.0,1.0,92.08899849299547,3,At-Risk High-Value
1164,170,0.0,1.0,55.109115863122234,1,Regular
1165,139,3.0,0.0,96.18873704921829,0,Low-Value Loyal
1166,108,0.0,1.0,64.48780595093268,4,VIP Explorer
1167,78,0.0,1.0,47.76995486054859,1,Regular
1168,47,0.0,1.0,84.05280147072564,4,VIP Explorer
1169,17,0.0,1.0,90.4486489402078,4,VIP Explorer
117,72,3.0,0.0,85.92293570154078,0,Low-Value Loyal
1170,45,0.0,1.0,93.64141104888476,4,VIP Explorer
1171,44,3.0,0.0,62.28500967462845,0,Low-Value Loyal
1172,43,0.0,1.0,54.90867105017253,1,Regular
1173,42,0.0,1.0,68.02801969567805,4,VIP Explorer
1174,41,3.0,0.0,75.92400665384412,0,Low-Value Loyal
1175,40,3.0,0.0,31.570707472372106,0,Low-Value Loyal
1176,39,0.0,1.0,81.40299797447733,4,VIP Explorer
1177,38,0.0,1.0,82.79146409293435,4,VIP Explorer
1178,37,0.0,1.0,21.295968894788203,1,Regular
1179,36,0.0,1.0,22.254872439527702,1,Regular
118,71,0.0,1.0,31.85275968334132,1,Regular
1180,35,0.0,1.0,33.8570361196307,1,Regular
1181,34,3.0,0.0,22.407434782968732,0,Low-Value Loyal
1182,33,0.0,1.0,96.12097749766008,4,VIP Explorer
1183,32,0.0,1.0,21.13880740240953,1,Regular
1184,31,3.0,0.0,39.08580939216173,0,Low-Value Loyal
1185,30,3.0,0.0,73.67489216745588,0,Low-Value Loyal
1186,29,0.0,1.0,64.32264894542487,4,VIP Explorer
1187,28,0.0,1.0,67.9090143487194,4,VIP Explorer
1188,350,0.0,1.0,88.83282651811857,3,At-Risk High-Value
1189,319,0.0,1.0,29.25745188920993,5,Regular
119,70,0.0,1.0,44.68960743912615,1,Regular
1190,291,0.0,1.0,97.082674479398,3,At-Risk High-Value
1191,260,3.0,0.0,44.32177690182409,2,Regular
1192,230,0.0,1.0,69.61579794400677,3,At-Risk High-Value
1193,199,0.0,1.0,55.47816220654951,5,Regular
1194,169,3.0,0.0,55.75468359043119,2,Regular
1195,138,3.0,0.0,45.70207122882501,0,Low-Value Loyal
1196,107,0.0,1.0,94.38275602124189,4,VIP Explorer
1197,77,0.0,1.0,87.54199335418893,4,VIP Explorer
1198,46,0.0,1.0,92.0573722875332,4,VIP Explorer
1199,16,0.0,1.0,48.89328909136609,1,Regular
12,68,0.0,1.0,67.61366008331161,4,VIP Explorer
120,69,0.0,1.0,75.56904630472143,4,VIP Explorer
1200,15,0.0,1.0,89.16986435405771,4,VIP Explorer
1201,14,3.0,0.0,22.9049663320019,0,Low-Value Loyal
1202,13,0.0,1.0,60.70263393369052,4,VIP Explorer
1203,12,0.0,1.0,28.413260479291807,1,Regular
1204,11,3.0,0.0,82.18239613213979,0,Low-Value Loyal
1205,10,3.0,0.0,94.27358739443139,0,Low-Value Loyal
1206,9,0.0,1.0,98.39655419952811,4,VIP Explorer
1207,8,0.0,1.0,58.73550816463447,1,Regular
1208,7,0.0,1.0,89.86029091518044,4,VIP Explorer
1209,6,0.0,1.0,98.25803686106593,4,VIP Explorer
121,68,0.0,1.0,85.52544217958844,4,VIP Explorer
1210,5,0.0,1.0,61.90045184987048,4,VIP Explorer
1211,4,3.0,0.0,76.84720645669474,0,Low-Value Loyal
1212,3,0.0,1.0,94.76848552535904,4,VIP Explorer
1213,2,0.0,1.0,73.70641875442942,4,VIP Explorer
1214,1,3.0,0.0,51.66580588225717,0,Low-Value Loyal
1215,0,0.0,1.0,80.88464462745402,4,VIP Explorer
1216,361,0.0,1.0,20.456918778026353,5,Regular
1217,364,3.0,0.0,31.65435033167834,2,Regular
1218,363,0.0,1.0,62.436439268154395,3,At-Risk High-Value
1219,362,0.0,1.0,78.59507478927848,3,At-Risk High-Value
122,67,3.0,0.0,72.22238586583042,0,Low-Value Loyal
1220,361,0.0,1.0,23.200394219289652,5,Regular
1221,360,0.0,1.0,63.78888892306634,3,At-Risk High-Value
1222,329,0.0,1.0,68.11602473428492,3,At-Risk High-Value
1223,301,3.0,0.0,69.18679111983715,2,Regular
1224,270,0.0,1.0,23.720390416037787,5,Regular
1225,240,0.0,1.0,49.981445710464264,5,Regular
1226,209,3.0,0.0,97.12127380009497,2,Regular
1227,179,3.0,0.0,91.35038225846871,2,Regular
1228,148,0.0,1.0,37.40255759813761,1,Regular
1229,117,0.0,1.0,55.86325682145352,1,Regular
123,66,0.0,1.0,39.52599790304168,1,Regular
1230,87,0.0,1.0,52.53834446657595,1,Regular
1231,56,0.0,1.0,79.85820517222153,4,VIP Explorer
1232,26,3.0,0.0,79.38876921126364,0,Low-Value Loyal
1233,348,0.0,1.0,23.012796027218602,5,Regular
1234,347,0.0,1.0,73.97941111360738,3,At-Risk High-Value
1235,346,0.0,1.0,98.81168498946306,3,At-Risk High-Value
1236,345,0.0,1.0,21.94530185493929,5,Regular
1237,344,0.0,1.0,68.53549877808979,3,At-Risk High-Value
1238,343,3.0,0.0,91.8014658830419,2,Regular
1239,342,0.0,1.0,76.82559664524668,3,At-Risk High-Value
124,65,0.0,1.0,89.64778527550656,4,VIP Explorer
1240,341,0.0,1.0,36.37000136485472,5,Regular
1241,340,3.0,0.0,78.10737160237979,2,Regular
1242,339,3.0,0.0,51.52111252793321,2,Regular
1243,338,0.0,1.0,27.76630187916159,5,Regular
1244,337,0.0,1.0,23.019627285983244,5,Regular
1245,336,0.0,1.0,76.28600937217946,3,At-Risk High-Value
1246,335,0.0,1.0,30.54913628643293,5,Regular
1247,334,0.0,1.0,59.492820160162914,5,Regular
1248,333,3.0,0.0,98.53423002621163,2,Regular
1249,332,0.0,1.0,37.202353176140385,5,Regular
125,64,0.0,1.0,85.83127314716417,4,VIP Explorer
1250,331,0.0,1.0,50.55299051707416,5,Regular
1251,330,3.0,0.0,27.316136780300017,2,Regular
1252,359,3.0,0.0,85.01344181701927,2,Regular
1253,328,0.0,1.0,40.93091087521973,5,Regular
1254,300,0.0,1.0,22.507128855971235,5,Regular
1255,269,0.0,1.0,54.65836266422948,5,Regular
1256,239,0.0,1.0,68.21904666068184,3,At-Risk High-Value
1257,208,3.0,0.0,47.95707569198999,2,Regular
1258,178,0.0,1.0,68.10657985001488,3,At-Risk High-Value
1259,147,0.0,1.0,87.45829858435472,4,VIP Explorer
126,63,0.0,1.0,54.01886427064852,1,Regular
1260,116,0.0,1.0,63.588984212041375,4,VIP Explorer
1261,86,0.0,1.0,92.93777983439224,4,VIP Explorer
1262,55,0.0,1.0,28.407241744347775,1,Regular
1263,25,3.0,0.0,62.38144630823573,0,Low-Value Loyal
1264,317,0.0,1.0,70.12327788426572,3,At-Risk High-Value
1265,316,0.0,1.0,92.58535256278914,3,At-Risk High-Value
1266,315,3.0,0.0,79.32666609698907,2,Regular
1267,314,3.0,0.0,30.76904992429817,2,Regular
1268,313,0.0,1.0,82.98516950693416,3,At-Risk High-Value
1269,312,0.0,1.0,87.40066176410956,3,At-Risk High-Value
127,62,0.0,1.0,35.06164226356796,1,Regular
1270,311,0.0,1.0,52.3308819701445,5,Regular
1271,310,0.0,1.0,98.66582406882452,3,At-Risk High-Value
1272,309,0.0,1.0,57.289707901520366,5,Regular
1273,79,3.0,0.0,80.46454971331946,0,Low-Value Loyal
1274,48,0.0,1.0,28.085382884605384,1,Regular
1275,18,0.0,1.0,72.65671773556285,4,VIP Explorer
1276,76,3.0,0.0,32.24092823929765,0,Low-Value Loyal
1277,75,3.0,0.0,67.53954142003174,0,Low-Value Loyal
1278,74,3.0,0.0,95.16095047821865,0,Low-Value Loyal
1279,73,0.0,1.0,97.71845114904285,4,VIP Explorer
128,61,3.0,0.0,88.86834310778197,0,Low-Value Loyal
1280,72,0.0,1.0,56.56129097136836,1,Regular
1281,71,0.0,1.0,78.47383112275777,4,VIP Explorer
1282,70,0.0,1.0,80.62309038155531,4,VIP Explorer
1283,69,0.0,1.0,67.74989017957884,4,VIP Explorer
1284,68,3.0,0.0,94.36875808182498,0,Low-Value Loyal
1285,67,0.0,1.0,93.77941006914779,4,VIP Explorer
1286,66,0.0,1.0,98.01841494275334,4,VIP Explorer
1287,65,3.0,0.0,48.76199704677606,0,Low-Value Loyal
1288,64,3.0,0.0,27.861057344891766,0,Low-Value Loyal
1289,63,3.0,0.0,92.11264499074747,0,Low-Value Loyal
129,60,0.0,1.0,32.28300715234156,1,Regular
1290,62,0.0,1.0,24.59625487802283,1,Regular
1291,61,0.0,1.0,34.63258901015713,1,Regular
1292,60,0.0,1.0,67.48638819937366,4,VIP Explorer
1293,59,0.0,1.0,61.47422755287116,4,VIP Explorer
1294,58,0.0,1.0,73.9574083466241,4,VIP Explorer
1295,351,3.0,0.0,63.54599035957164,2,Regular
1296,320,0.0,1.0,59.52789411876245,5,Regular
1297,292,0.0,1.0,28.623595356533496,5,Regular
1298,261,3.0,0.0,85.05145677589076,2,Regular
1299,231,3.0,0.0,80.40409183373667,2,Regular
13,67,0.0,1.0,72.14780915017258,4,VIP Explorer
130,59,0.0,1.0,67.4274329434017,4,VIP Explorer
1300,200,0.0,1.0,23.013809047101407,5,Regular
1301,170,0.0,1.0,98.37360463178993,4,VIP Explorer
1302,139,0.0,1.0,53.69012819010618,1,Regular
1303,108,0.0,1.0,25.681213037761,1,Regular
1304,78,0.0,1.0,32.10466065932905,1,Regular
1305,47,3.0,0.0,63.509656436656314,0,Low-Value Loyal
1306,17,0.0,1.0,56.58352979425754,1,Regular
1307,45,0.0,1.0,33.52572898944383,1,Regular
1308,44,3.0,0.0,30.964336518528672,0,Low-Value Loyal
1309,43,3.0,0.0,37.856591288643386,0,Low-Value Loyal
131,58,3.0,0.0,39.31662969316864,0,Low-Value Loyal
1310,42,0.0,1.0,21.864266435420898,1,Regular
1311,41,0.0,1.0,58.01637145199063,1,Regular
1312,40,0.0,1.0,86.0870447287469,4,VIP Explorer
1313,39,0.0,1.0,77.80710763939896,4,VIP Explorer
1314,38,0.0,1.0,28.127822635419772,1,Regular
1315,37,3.0,0.0,67.53288021143123,0,Low-Value Loyal
1316,36,0.0,1.0,75.24056054161791,4,VIP Explorer
1317,35,0.0,1.0,32.663924956992794,1,Regular
1318,34,0.0,1.0,43.127636609798536,1,Regular
1319,33,0.0,1.0,93.46876125181711,4,VIP Explorer
132,351,3.0,0.0,29.209318766264985,2,Regular
1320,32,0.0,1.0,23.98471688900125,1,Regular
1321,31,3.0,0.0,31.54513030504798,0,Low-Value Loyal
1322,30,0.0,1.0,84.03162961614775,4,VIP Explorer
1323,29,0.0,1.0,73.56860433141347,4,VIP Explorer
1324,28,3.0,0.0,61.542599685169186,0,Low-Value Loyal
1325,350,3.0,0.0,78.1825044150344,2,Regular
1326,319,3.0,0.0,72.54307816996096,2,Regular
1327,291,0.0,1.0,50.36033691819518,5,Regular
1328,260,0.0,1.0,40.03379618200895,5,Regular
1329,230,0.0,1.0,96.86907650300759,3,At-Risk High-Value
133,320,0.0,1.0,57.90747988270815,5,Regular
1330,199,0.0,1.0,63.034842488645744,3,At-Risk High-Value
1331,169,0.0,1.0,65.97153432308777,4,VIP Explorer
1332,138,3.0,0.0,90.64614265575376,0,Low-Value Loyal
1333,107,0.0,1.0,59.50403009553599,4,VIP Explorer
1334,77,0.0,1.0,69.42233212991523,4,VIP Explorer
1335,46,3.0,0.0,52.23686891176723,0,Low-Value Loyal
1336,16,3.0,0.0,49.78647987420137,0,Low-Value Loyal
1337,15,0.0,1.0,84.43440158225935,4,VIP Explorer
1338,14,0.0,1.0,86.06825289826683,4,VIP Explorer
1339,13,0.0,1.0,50.73283775533196,1,Regular
134,292,0.0,1.0,63.992227896349355,3,At-Risk High-Value
1340,12,0.0,1.0,56.25352385659925,1,Regular
1341,11,0.0,1.0,72.0667799997588,4,VIP Explorer
1342,10,2.0,1.0,27.04170532289667,1,Regular
1343,9,0.0,1.0,43.3327330055693,1,Regular
1344,8,0.0,1.0,56.791838955696704,1,Regular
1345,7,3.0,0.0,38.01672260004672,0,Low-Value Loyal
1346,6,3.0,0.0,21.308482874379447,0,Low-Value Loyal
1347,5,0.0,1.0,91.2466242881635,4,VIP Explorer
1348,4,0.0,1.0,93.9942264878611,4,VIP Explorer
1349,3,0.0,1.0,53.86988434914888,1,Regular
135,261,0.0,1.0,93.57539343460677,3,At-Risk High-Value
1350,2,0.0,1.0,36.37156325691411,1,Regular
1351,1,0.0,1.0,70.08989549965634,4,VIP Explorer
1352,0,3.0,0.0,30.672982437558943,0,Low-Value Loyal
1353,361,0.0,1.0,89.12009832497283,3,At-Risk High-Value
1354,364,0.0,1.0,82.97253838164421,3,At-Risk High-Value
1355,363,3.0,0.0,41.57713808789658,2,Regular
1356,362,3.0,0.0,90.29630400732533,2,Regular
1357,361,0.0,1.0,60.96369929980366,3,At-Risk High-Value
1358,360,0.0,1.0,65.28507410561538,3,At-Risk High-Value
1359,329,0.0,1.0,21.289791268311465,5,Regular
136,231,0.0,1.0,82.03860528593628,3,At-Risk High-Value
1360,301,0.0,1.0,68.79475231721749,3,At-Risk High-Value
1361,270,0.0,1.0,43.483085499933715,5,Regular
1362,240,3.0,0.0,31.72759266160664,2,Regular
1363,209,0.0,1.0,45.77825510970187,5,Regular
1364,179,0.0,1.0,89.87789178158732,3,At-Risk High-Value
1365,148,3.0,0.0,75.17514523127379,0,Low-Value Loyal
1366,117,3.0,0.0,68.0379373487247,0,Low-Value Loyal
1367,87,0.0,1.0,40.565685690130856,1,Regular
1368,56,0.0,1.0,63.13679311809224,4,VIP Explorer
1369,26,0.0,1.0,35.78714754921663,1,Regular
137,200,0.0,1.0,86.19211744415804,3,At-Risk High-Value
1370,348,0.0,1.0,75.18211605695704,3,At-Risk High-Value
1371,347,0.0,1.0,67.1892617955508,3,At-Risk High-Value
1372,346,3.0,0.0,65.31455641127148,2,Regular
1373,345,0.0,1.0,60.77876449224442,3,At-Risk High-Value
1374,344,0.0,1.0,40.361494662812795,5,Regular
1375,343,3.0,0.0,97.52646187350179,2,Regular
1376,342,3.0,0.0,31.2986088244392,2,Regular
1377,341,0.0,1.0,64.31855178271705,3,At-Risk High-Value
1378,340,0.0,1.0,53.3441122828367,5,Regular
1379,339,0.0,1.0,48.07815519800308,5,Regular
138,170,3.0,0.0,43.0434582037152,2,Regular
1380,338,0.0,1.0,64.29204864215733,3,At-Risk High-Value
1381,337,0.0,1.0,34.70548076363011,5,Regular
1382,79,3.0,0.0,86.4611627768531,0,Low-Value Loyal
1383,48,0.0,1.0,56.13172580092558,1,Regular
1384,18,0.0,1.0,58.0823814029903,1,Regular
1385,76,3.0,0.0,95.71626853805542,0,Low-Value Loyal
1386,75,0.0,1.0,64.35382430357242,4,VIP Explorer
1387,74,0.0,1.0,55.58576210639498,1,Regular
1388,73,0.0,1.0,85.24889788136493,4,VIP Explorer
1389,72,0.0,1.0,22.91798779662933,1,Regular
139,139,0.0,1.0,29.007869972265116,1,Regular
1390,71,0.0,1.0,72.66927214084161,4,VIP Explorer
1391,70,0.0,1.0,38.247399446314496,1,Regular
1392,69,0.0,1.0,29.06128773025742,1,Regular
1393,68,0.0,1.0,45.992344728438304,1,Regular
1394,67,0.0,1.0,57.35308820269214,1,Regular
1395,66,0.0,1.0,43.5481214901435,1,Regular
1396,65,0.0,1.0,30.897955762235327,1,Regular
1397,64,0.0,1.0,29.446806152311524,1,Regular
1398,63,0.0,1.0,67.36149528847888,4,VIP Explorer
1399,62,0.0,1.0,45.75913720755454,1,Regular
14,66,0.0,1.0,50.03029509231646,1,Regular
140,108,0.0,1.0,94.56879784187969,4,VIP Explorer
1400,61,0.0,1.0,80.57266770357423,4,VIP Explorer
1401,60,0.0,1.0,22.947096083664807,1,Regular
1402,59,0.0,1.0,58.72843278230197,1,Regular
1403,58,0.0,1.0,21.71443116928016,1,Regular
1404,351,0.0,1.0,19.73796093324439,5,Regular
1405,320,0.0,1.0,28.068160481034486,5,Regular
1406,292,0.0,1.0,99.16901158508553,3,At-Risk High-Value
1407,261,0.0,1.0,46.037084378607425,5,Regular
1408,231,0.0,1.0,60.6912139359876,3,At-Risk High-Value
1409,200,0.0,1.0,57.60126097540049,5,Regular
141,78,3.0,0.0,28.095178663521114,0,Low-Value Loyal
1410,170,0.0,1.0,49.80238438611726,1,Regular
1411,139,3.0,0.0,92.90975565065946,0,Low-Value Loyal
1412,108,0.0,1.0,24.43431022368166,1,Regular
1413,78,0.0,1.0,98.54178565192696,4,VIP Explorer
1414,47,0.0,1.0,79.10496578893789,4,VIP Explorer
1415,17,0.0,1.0,50.82853299010723,1,Regular
1416,45,0.0,1.0,89.5070937093448,4,VIP Explorer
1417,44,3.0,0.0,55.266425578043545,0,Low-Value Loyal
1418,43,0.0,1.0,24.496729035930247,1,Regular
1419,42,0.0,1.0,74.907864615258,4,VIP Explorer
